Username,Lesson Name,Teacher Name,Text,Point
monchug,FR101,Ulaş Akarsu,çekilecek dert değil,0
fıneapple,FR101,Ulaş Akarsu,fıneapple FR101 dersini Ulaş Akarsu hocasından şiddetle önermiyor.,0
tanterosa,FR202,Ulaş Akarsu,tanterosa FR202 dersini Ulaş Akarsu hocasından şiddetle önermiyor.,0
s.d,FR202,Ulaş Akarsu,s.d FR202 dersini Ulaş Akarsu hocasından şiddetle önermiyor.,0
duezinsan,FR201,Ulaş Akarsu,duezinsan FR201 dersini Ulaş Akarsu hocasından kesinlikle öneriyor.,1
handebalondin,FR202,Ulaş Akarsu,handebalondin FR202 dersini Ulaş Akarsu hocasından kesinlikle öneriyor.,1
Safakan,FR101,Ulaş Akarsu,"Dostlar, ve tatlı insanlar! Dil öğrenmek için muhteşem bu derse kesinlikle gitmelisiniz. Hocanın tiyatral tavırlarını ve tatlı agresif havasını biraz çekmeniz gerekebilir :D Derslerde çok fazla konuşma fırsatı yakalıyorsunuz. Derste sürekli herkese aktif tutup konuşmaya yönlendiriyor. Konuşmayı öğrenmenize çok katkısı olur.",1
ozcan,FR202,Ulaş Akarsu,ozcan FR202 dersini Ulaş Akarsu hocasından kesinlikle öneriyor.,1
knightwhosayni,FR202,Ulaş Akarsu,knightwhosayni FR202 dersini Ulaş Akarsu hocasından kesinlikle öneriyor.,1
kitten,FR102,Ulaş Akarsu,"Ulaş hoca derslerde hiçbir şekilde Türkçe konuşmaz ve konuşturmaz. Türkçe konuşmaya başladığı zaman azar işiteceğinizi bilirsiniz. Genellikle kızgın ve tahammülsüz bir duruşu var çünkü sık sık “Yapamıyorsanız bırakın dersi” ya da “Siz 101’i nasıl geçtiniz bu Fransızcayla” deyip durur ama aslında öğrencilerini seven bir hoca çünkü gerçekten öğrenmenizi istiyor. 101 hocamı sevsem de ve iyi öğrendiğimi düşünsem de bu hocayla karşılaşınca bir an hiçbir şey bilmiyormuşum gibi hissettim. Birisi hata yaptığında o hatayı düzeltene kadar aynı soruyu tekrar tekrar sorar. Derste konuşmamak bir seçenek bile değil. Her ders herkes mutlaka konuşur. Dersi kitaptan işler ama tamamen konuşarak işler, yani tahta açıp not tutturmaz. Beyaz sayfa açıp bir şeyler yazdığı çok az olmuştur. İşlenen metinleri ezberlemenizi ve anlatabilmenizi bekler. Kopya çekmediğinizden emin olmak için kameraya gözlerinizi dikip o okunan metinlerden birisini anlatmanızı ister. Ödev olarak sadece iki üç tane ödev vermişti. Sınıfa özel bir google drive dosyası açıp herkesin adına bir doküman yükledi ve ödevi oraya yapmamızı istedi. Derslerde genellikle breakout room’lara ayırıp eşleştiğin arkadaşınla konuşmanı, soru cevap üzerinden metni iyice kavramanı istiyor. Kendisi bu odaları tek tek dolaşıp sizi dinliyor ve hatalarınızı düzeltip gidiyor. Bazı günler pratik yapabilmemiz için zoom linkini açıp bizi bırakıyordu. Protestolardan ötürü de eylemlere katılan öğrenciler için dersleri birkaç defa hafta sonunda yaptık, sınav tarihi de herkese uyabilecek bir tarihte hep beraber seçtik. Sadece tek bir sınav olundu dönem sonunda. Onda da bütün işlediğimiz metinlerden karışık sorular sordu ve 5-10 dakika sürdü. Yazılı bir sınav yok, sadece konuşma üzerine bir sınav. Dönem boyunca ve hatta dönem sonunda da bu hocadan bir daha ders almayacağımı söylemiştim çünkü gerçekten en stresli geçen dersimdi ama 201’i de ulaş hocadan almayı düşünüyorum çünkü gerçekten öğrendiğimi ve bu öğrendiklerimin kalıcı olduğu hissettim. Stresli olmasının sebebi yer yer derslerde kızması, her an seni konuşturabilecek olması ve sen öğrenene kadar üzerine gitmesidir. Hocanın tarzına alışmak ilk başlarda zor oluyor, gerçekten de çoğu kişi ilk birkaç dersten sonra dropluyor ama alıştıktan sonra bence dersler keyifli geçmeye başlıyor. O yüzden ben bu stresi ve hocanın öğretme yöntemini kaldırabilecek kişilere öneririm. Bu arada consentlere son gün cevap verir, o yüzden bunun stresine de hazır olun",1
Chancourtois,EC101,Murat Kirdar,Chancourtois EC101 dersini Murat Kirdar hocasından şiddetle önermiyor.,0
difenbahya,EC101,Murat Kirdar,difenbahya EC101 dersini Murat Kirdar hocasından şiddetle önermiyor.,0
Bertrand,EC101,Murat Kirdar,Bertrand EC101 dersini Murat Kirdar hocasından şiddetle önermiyor.,0
mmtf,EC101,Murat Kirdar,mmtf EC101 dersini Murat Kirdar hocasından şiddetle önermiyor.,0
aksisheytan,EC101,Murat Kirdar,"diğer sectionlara kıyasla quizleri zor ve zaman açısından kısıtlı, notu az, öğrenci iletişimi zayıf, ama dersini güzel anlattığını söyleyebilirim",0
Xpxpxppx,EC101,Murat Kirdar,Xpxpxppx EC101 dersini Murat Kirdar hocasından ne iyi ne kötü buluyor.,0.5
touch.blue,EC101,Murat Kirdar,touch.blue EC101 dersini Murat Kirdar hocasından ne iyi ne kötü buluyor.,0.5
Takatuka,EC101,Murat Kirdar,Takatuka EC101 dersini Murat Kirdar hocasından ne iyi ne kötü buluyor.,0.5
cakır45,INTT111,Mehtap Işik,cakır45 INTT111 dersini Mehtap Işik hocasından kesinlikle öneriyor.,1
Kayky,INTT111,Mehtap Işik,Kayky INTT111 dersini Mehtap Işik hocasından kesinlikle öneriyor.,1
tug,INTT111,Mehtap Işik,Dünyalar tatlısı bir hocadır ve öğrenci yanlısıdır. Derse katılımla ilgili herhangi bir sorun çıkartmıyor dersin kaydını yüklüyor isteyen izler öğrenir kafasında bir hoca. Sürekli quiz yapıyor ki bu dersi sürekli takip edebilmeniz ve öğrenebilmeniz açısından bence çok etkili bir yöntem. Quizlerin de sürekli make-uplarını yapar bu yüzden düzenli bir şekilde quizlere ve aynı zamanda make-uplara da çalışırsanız rahatlıkla AA alabilirsiniz,1
xxxxx,INTT111,Mehtap Işik,xxxxx INTT111 dersini Mehtap Işik hocasından kesinlikle öneriyor.,1
muruzre,INTT111,Mehtap Işik,muruzre INTT111 dersini Mehtap Işik hocasından kesinlikle öneriyor.,1
user123,INTT111,Mehtap Işik,gerçekten güzel anlatır anlamadığınız yerleri en ufak şeyi bile sorun bin defa tekrar anlatabilir. quizleri de bence tam olması gerektiği gibi oluyor tekrarını yapıp soru çözersen gayet tatmin edici bir not alıyorsun. sorunun varsa mail at her zaman cevap verir tatlış bir hocamızdır bence severiz kendisini,1
noelgallagher,INTT111,Mehtap Işik,"Online dönemde halimizden anlayan nadir hocalardan biri denilebilir, dünya tatlısı bir kadın. 2 haftada 1 quiz yapıyor fakat kesinlikle yorucu değil.",1
nickbulamadm,GER201,Aylin Işil Bölkür Çağlayan,nickbulamadm GER201 dersini Aylin Işil Bölkür Çağlayan hocasından kesinlikle öneriyor.,1
k-nimo,GER101,Aylin Işil Bölkür Çağlayan,"O kadar tatlı ve iyi bir hoca ki. Ders zaten 101. Çok fazla şey öğrenmeyeceksiniz, basic şeyleri ele alıyorsunuz. Hocanın bir şey katıp katamaması gibi bir durum yok, müfredat neyse o. Dilde gelişmek size bağlı bir şey. Eğer derse katılıp ödevleri yapacaksanız mutlaka Aylin hocadan alın derim. Ancak rahatlık ve umursamazlık arıyorsanız lütfen ondan almayın. Anlaşamazsınız, boş yere kimse üzülmesin.",1
kabasinkizim,GER102,Aylin Işil Bölkür Çağlayan,kabasinkizim GER102 dersini Aylin Işil Bölkür Çağlayan hocasından kesinlikle öneriyor.,1
kabasinkizim,GER101,Aylin Işil Bölkür Çağlayan,kabasinkizim GER101 dersini Aylin Işil Bölkür Çağlayan hocasından kesinlikle öneriyor.,1
kostanya,GER202,Aylin Işil Bölkür Çağlayan,kostanya GER202 dersini Aylin Işil Bölkür Çağlayan hocasından kesinlikle öneriyor.,1
artorius,GER101,Aylin Işil Bölkür Çağlayan,artorius GER101 dersini Aylin Işil Bölkür Çağlayan hocasından kesinlikle öneriyor.,1
conq,GER201,Aylin Işil Bölkür Çağlayan,conq GER201 dersini Aylin Işil Bölkür Çağlayan hocasından kesinlikle öneriyor.,1
minikkus,GER201,Aylin Işil Bölkür Çağlayan,minikkus GER201 dersini Aylin Işil Bölkür Çağlayan hocasından kesinlikle öneriyor.,1
Muchard,GER101,Aylin Işil Bölkür Çağlayan,AA ile geçtim ama pek bir şey öğrendiğimi söyleyemem. Bunu 102 aldığım zaman daha iyi anladım. Notu bol veriyor zaten giriş dersi diye final kolaydı. Onun dışında pek yıldızımız barışmadı kendisiyle seveni de var aslında ama...,0.5
muruzre,POR101,Luis Manuel Felix Quintas Eloi,"İlk başta samimi, öğrenci dostu gibi gözükür. Dersler kolay gibi gelir. Süreç ilerledikçe ne ingilizcesinden ne de portekizcesinden bir şey anlarsınız. AA yada yüksek not ile geçeyim diye alırsanız pişman olursunuz. Böyle kıt not veren, puan kırmak için sebep arayan bir hoca. Uzak durun.",0
elfi,POR102,Luis Manuel Felix Quintas Eloi,elfi POR102 dersini Luis Manuel Felix Quintas Eloi hocasından kesinlikle öneriyor.,1
elfi,POR101,Luis Manuel Felix Quintas Eloi,elfi POR101 dersini Luis Manuel Felix Quintas Eloi hocasından kesinlikle öneriyor.,1
brr,POR201,Luis Manuel Felix Quintas Eloi,brr POR201 dersini Luis Manuel Felix Quintas Eloi hocasından kesinlikle öneriyor.,1
brr,POR102,Luis Manuel Felix Quintas Eloi,brr POR102 dersini Luis Manuel Felix Quintas Eloi hocasından kesinlikle öneriyor.,1
brr,POR101,Luis Manuel Felix Quintas Eloi,brr POR101 dersini Luis Manuel Felix Quintas Eloi hocasından kesinlikle öneriyor.,1
persephone,POR101,Luis Manuel Felix Quintas Eloi,persephone POR101 dersini Luis Manuel Felix Quintas Eloi hocasından kesinlikle öneriyor.,1
tantuni,POR101,Luis Manuel Felix Quintas Eloi,underrated bir ders. luis çok tatlıdır ve herkesin öğrenmesi için çabalar. sınıf kalabalık olmadığı için hızla ilerleme kaydedebiliyorsunuz. dillere ilginiz varsa ve tereddütteyseniz tavsiye ederim.,1
gcf,CHIN201,Guiyuan Yang,gcf CHIN201 dersini Guiyuan Yang hocasından kesinlikle öneriyor.,1
greentea13,CHIN101,Guiyuan Yang,"online dönemde almıştım dersini, normalde kitabın tamamını işliyormuş 101de ama onlineda yarısını bitirebileceğiz demişti. iletişimi çok tatlı bir hoca ortalama bi çabayla aa almıştım",1
52hertz,CHIN101,Guiyuan Yang,52hertz CHIN101 dersini Guiyuan Yang hocasından kesinlikle öneriyor.,1
toxicity2,CHIN102,Guiyuan Yang,toxicity2 CHIN102 dersini Guiyuan Yang hocasından kesinlikle öneriyor.,1
toxicity2,CHIN101,Guiyuan Yang,toxicity2 CHIN101 dersini Guiyuan Yang hocasından kesinlikle öneriyor.,1
akirakurosawa,CHIN102,Guiyuan Yang,"Guiyuan hocama kurban olayım ya. Bence bu dönem tek bir eksiği vardı o da konuyu kendi anlatmak yerine youtube'dan konu anlatımı videosu açmasıydı. Bence kendi anlatsa daha çok konuşma pratiği vs de yapabilirdik. Bu da pandemi dönemi olduğu için biraz tolere edilebilir. Onun dışında derslerde falan kolaylık sağlaması mütüş, bize yemek tarifi açması mütüş. Chef's kiss.",1
wem,CHIN101,Guiyuan Yang,"Dersi sabah en erken saatte olmasına rağmen kalkmakta zorlanmadan bilgisayarın başına geçtiğim doğrudur, gün başında insanın içini pozitif enerjiyle dolduruyor. Dönem boyunca söz alıp sorularımı sormakta biraz tereddüt etmediğim ders varsa onunkidir. Çince gibi doğru tonlama anlam acısından çok önemli olduğu bir dilde bize kulak alışkanlığı kazandırmak için işitsel materyalleri çokça kullandırdı ve sürekli derste sesli okumalar yaptırdı. Telaffuzlarımızı tekrar tekrar düzeltti. Çinceyle ilgili en korktuğum bölümdü ancak başarabileceğimi hissettim. Ayrıca yazımızı geliştirmemiz için de ders içi yazı alıştırmaları yaptık. Kendisi dünya tatlısı bir insandır.",1
akirakurosawa,CHIN101,Guiyuan Yang,"Aşırı tatlış biridir kendisi. Dersi sabah 9'da olsa da girdiğim an acayip bir enerji geliyor. Sanırım normal zamanlarda daha sıkıymış ama pandemi zamanında çok anlayışlı davranıyor ve bizi zorlamıyor. İstekli öğrencilere karşı da çok teşvik edici olduğunu düşünüyorum. Derste sohbet ediyoruz ve bize bazen minnoş yemek tarifi videoları izletiyor, Çin kültürü hakkında bilgi veriyor. Guiyang hocayı sevelim, koruyalım <3",1
hu,CHIN101,Guiyuan Yang,Derste sadece belirli bir grup öğrenciye söz veriyor ve neredeyse sınıfın yarısını yoklama alınırken hariç görmezden geliyor. Neden böyle olduğunu kimse anlamlandıramıyor sanırım çünkü kötü ve çekilmez olan hocalardan biri değil. Garip bir şekilde de kimse bu durumu dillendirmiyor hocaya karşı. Sınıfta daha hiç sesini duymadığım insanlar var ya (bir dil dersinde hem de) -İnanılmaz! Eğer belirli bir grup öğrencinin arasındaysanız bu derse bayılırsınız; eğer ki değilseniz (çoğunluk gibi) ya başka hocadan almaya çalışırsınız ya da artık kendi kendinize/tek başınıza bir şeyler yapmaya çalışırsınız. Sağol Guiyuan Yang!,0.5
eternally,TR405,Şule Demirkol Ertürk,eternally TR405 dersini Şule Demirkol Ertürk hocasından kesinlikle öneriyor.,1
eternally,TR108,Şule Demirkol Ertürk,eternally TR108 dersini Şule Demirkol Ertürk hocasından kesinlikle öneriyor.,1
eternally,TR215,Şule Demirkol Ertürk,eternally TR215 dersini Şule Demirkol Ertürk hocasından kesinlikle öneriyor.,1
eternally,TR492,Şule Demirkol Ertürk,eternally TR492 dersini Şule Demirkol Ertürk hocasından kesinlikle öneriyor.,1
beypazari,TR108,Şule Demirkol Ertürk,beypazari TR108 dersini Şule Demirkol Ertürk hocasından kesinlikle öneriyor.,1
k-nimo,TR108,Şule Demirkol Ertürk,k-nimo TR108 dersini Şule Demirkol Ertürk hocasından kesinlikle öneriyor.,1
limon,TR215,Şule Demirkol Ertürk,"Çok tatlı biri, ders de güzel. Şule hocanın notu bol da değil kıt da değil diyebilirim.",1
portofmorrow,TR215,Şule Demirkol Ertürk,portofmorrow TR215 dersini Şule Demirkol Ertürk hocasından kesinlikle öneriyor.,1
milkjam,TR108,Şule Demirkol Ertürk,milkjam TR108 dersini Şule Demirkol Ertürk hocasından kesinlikle öneriyor.,1
portofmorrow,TR108,Şule Demirkol Ertürk,portofmorrow TR108 dersini Şule Demirkol Ertürk hocasından kesinlikle öneriyor.,1
avokado,TR108,Şule Demirkol Ertürk,avokado TR108 dersini Şule Demirkol Ertürk hocasından kesinlikle öneriyor.,1
Frau.Luise,TR215,Şule Demirkol Ertürk,"Çok güzel, hayatımda daha önce hiç bu kadar boş yapmamıştım.",1
mertoloji,TR215,Şule Demirkol Ertürk,"Çok güzel ders, hoca da çok iyi ama her an CC alacakmışım gibi hissediyorum",1
zeynepb,TR215,Şule Demirkol Ertürk,zeynepb TR215 dersini Şule Demirkol Ertürk hocasından ne iyi ne kötü buluyor.,0.5
Nemesis00,TR316,Şule Demirkol Ertürk,Biraz sorunlu bir hoca. Sırf bölümdeki kankalarıyla görüşmek için derslerini bütün diğer derslerle aynı güne koyuyor ve çakışma yaratıyor böylece. Hocam zorunlu dersimiz alamıyoruz diyince de ama arkadaşlarımı görmek istiyorum :( demişliği var. Kendisi ders iptal ettiği için telafi ders koyuyor kafasına göre ve sonra yoklama alıyor. Fena biri değil dersi de fena anlatmıyor ama daha iyi bir seçenek varsa kendinizi yormayın.,0.5
Rabia,SCED320,Ebru Zeynep Muğaloğlu,Rabia SCED320 dersini Ebru Zeynep Muğaloğlu hocasından şiddetle önermiyor.,0
millie,SCED320,Ebru Zeynep Muğaloğlu,millie SCED320 dersini Ebru Zeynep Muğaloğlu hocasından kesinlikle öneriyor.,1
ofmor,SCED120,Ebru Zeynep Muğaloğlu,ofmor SCED120 dersini Ebru Zeynep Muğaloğlu hocasından kesinlikle öneriyor.,1
persephone,SCED120,Ebru Zeynep Muğaloğlu,persephone SCED120 dersini Ebru Zeynep Muğaloğlu hocasından kesinlikle öneriyor.,1
bmgm,SCED120,Ebru Zeynep Muğaloğlu,bmgm SCED120 dersini Ebru Zeynep Muğaloğlu hocasından kesinlikle öneriyor.,1
Jigsaw,SCED320,Ebru Zeynep Muğaloğlu,Jigsaw SCED320 dersini Ebru Zeynep Muğaloğlu hocasından kesinlikle öneriyor.,1
anon,SCED320,Ebru Zeynep Muğaloğlu,anon SCED320 dersini Ebru Zeynep Muğaloğlu hocasından kesinlikle öneriyor.,1
millie,SCED120,Ebru Zeynep Muğaloğlu,millie SCED120 dersini Ebru Zeynep Muğaloğlu hocasından ne iyi ne kötü buluyor.,0.5
thisismetryin,SCED120,Ebru Zeynep Muğaloğlu,thisismetryin SCED120 dersini Ebru Zeynep Muğaloğlu hocasından ne iyi ne kötü buluyor.,0.5
conflict,TKL104,Z.ceyda Arslan,conflict TKL104 dersini Z.ceyda Arslan hocasından şiddetle önermiyor.,0
conflict,TKL103,Z.ceyda Arslan,conflict TKL103 dersini Z.ceyda Arslan hocasından şiddetle önermiyor.,0
astro12,TKL103,Z.ceyda Arslan,astro12 TKL103 dersini Z.ceyda Arslan hocasından kesinlikle öneriyor.,1
gaborkiraly,TKL103,Z.ceyda Arslan,gaborkiraly TKL103 dersini Z.ceyda Arslan hocasından kesinlikle öneriyor.,1
historicus,TKL103,Z.ceyda Arslan,"Dünyanın en tatlı hocalarından olabilir. Bu ders Türkçe bilen için çalışıp geçilebilecek bir ders özellikle LING101 ile beraber götürmenizi tavsiye ederim. Ama Ceyda Hocamı kolay kolay geçemezsiniz, özleniyor :(",1
çiğköfte,TKL104,Z.ceyda Arslan,çiğköfte TKL104 dersini Z.ceyda Arslan hocasından kesinlikle öneriyor.,1
KumralSamara,TKL103,Z.ceyda Arslan,KumralSamara TKL103 dersini Z.ceyda Arslan hocasından kesinlikle öneriyor.,1
tkl131,TKL104,Z.ceyda Arslan,tkl131 TKL104 dersini Z.ceyda Arslan hocasından kesinlikle öneriyor.,1
moonmadness,TKL103,Z.ceyda Arslan,moonmadness TKL103 dersini Z.ceyda Arslan hocasından kesinlikle öneriyor.,1
ichkowares,TKL103,Z.ceyda Arslan,asil kadın,1
sarimsakcioglu,TKL104,Z.ceyda Arslan,sarimsakcioglu TKL104 dersini Z.ceyda Arslan hocasından kesinlikle öneriyor.,1
sarimsakcioglu,TKL103,Z.ceyda Arslan,sarimsakcioglu TKL103 dersini Z.ceyda Arslan hocasından kesinlikle öneriyor.,1
tanterosa,TKL103,Z.ceyda Arslan,"Lisede öğrendiğimiz bütün o dilbilgisi kurallarını size dilbilimci gözüyle anlatır. O kuralların temelini anlarsınız, neden öyle olduğunu daha iyi kavrarsınız. Bunu yaparken de tatlı dilini güler yüzünü hiç eksik etmez.",1
bruhsavior,TKL103,Z.ceyda Arslan,"Ders konusu bence çok ilgi çekici olmasa da Ceyda hoca çok tatlı ve sevecen bir hoca. Normal şartlar altında gayet öğrenci dostu biridir, öğrencilere birçok şey katar. Akademik dürüstlük ilkelerine çok önem verdiğini de ekleyeyim.",1
sila.jpeg,TKL103,Z.ceyda Arslan,"Bounçim'e üye olur olmaz bölümden sevdiğim hocalara yorum atmaya geldim. Ceyda hoca candır, anadır. Nefret ettiğin dersi bile dinletir. Hocanın emeklerine ve tatlılığına ayıp olmasın diye dersini AA ile verirsin. 'Üniversitelerdeki hocalar ilgisiz ve burnu havadadırlar'' algısını kırar. İyi ki tanımışım.",1
Papaganbabasi,TKL103,Z.ceyda Arslan,"Ceyda Hoca yürüyen melektir, sadece onu tanımak bile çok şey öğretir. Tam bir idoldur. Bu dersin içeriğini ise çok güzel anlatır. Dersin konusu özetle türkçe dilbilimin yapı taşları ve aralarındaki bağlantı. Öyle güzel örneklerle anlatır ki aklınızın içine işler ve daha unutmayacağınızdan emin olursunuz.",1
nakadai,GER102,Hülya Ariç(erol),nakadai GER102 dersini Hülya Ariç(erol) hocasından şiddetle önermiyor.,0
senanur,GER301,Hülya Ariç(erol),senanur GER301 dersini Hülya Ariç(erol) hocasından kesinlikle öneriyor.,1
rigormortis,GER301,Hülya Ariç(erol),Fazlasıyla ilgili ve öğrenci dostu. Not konusunda da oldukça yardımcı.,1
artorius,GER102,Hülya Ariç(erol),artorius GER102 dersini Hülya Ariç(erol) hocasından kesinlikle öneriyor.,1
Shookspeared,GER301,Hülya Ariç(erol),"Aşşırı sıcakkanlı ve tatlı bir hoca olur kendileri, daha bu yaz dönemi dersini aldım. Anlayışlı, notu bol ve öğrenci dostu bir hoca. Benim için çok keyifli bir dönem oldu ve o kadar hızlı geçti ki derslerin nasıl bittiğini hiç anlayamadım.",1
maxleblank,GER301,Hülya Ariç(erol),maxleblank GER301 dersini Hülya Ariç(erol) hocasından kesinlikle öneriyor.,1
lazzarofelice,GER301,Hülya Ariç(erol),lazzarofelice GER301 dersini Hülya Ariç(erol) hocasından kesinlikle öneriyor.,1
Sude,GER202,Hülya Ariç(erol),Sude GER202 dersini Hülya Ariç(erol) hocasından kesinlikle öneriyor.,1
okean,GER302,Hülya Ariç(erol),okean GER302 dersini Hülya Ariç(erol) hocasından kesinlikle öneriyor.,1
neko,GER301,Hülya Ariç(erol),"Daha iki sene öncesine kadar lisede Almanca hocamdı, B1 sınavına hazırlanmak istediğimi söylediğimde benimle 1 sene boyunca, haftada 2 saat okul sonrası etüt yapmıştı. Aşırı tatlı ve samimiydi Frau Arıç. Burda da samimiyetinin, notunun bolluğunun ve yardım severliğinin farklı olacağını hiç sanmıyorum. Siz biraz istekli olduğunuzu zaten gösterirseniz, size sonuna kadar yardımcı olacağına eminim.",1
okean,GER301,Hülya Ariç(erol),"Normalde ortaokul öğrencilerine ders vermesinden dolayı öğrenciyle olan muhteşem samimiyeti ve rahatlığıyla bizleri dumura uğratmış bir Almanca hocasıdır. Görüp görebileceğiniz en notu bol insandır. Verdiği ödevler, yaptırdığı sunumlar ve öğrenciyi mutlaka derse katmasıyla online olduğunu hiç hissettirmeden gayet verimli bir yaz dönemi geçirtmiştir.",1
monchug,ESC305,Orhan Yenigün,"Bu dersi kesinlikle kolay olduğu düşüncesiyle ve AA alma beklentisiyle almayın. Ders hakkında bilgi vermek gerekirse, dersler online ve derste yoklama alınmıyor. Hoca dersleri ve derste işlediği slaytları moodle'a yüklüyor. Buraya kadar hiçbir problem yok. Dersin, anlaşılması zor konular içermediği de doğru. Fakat dersin -moodle'daki slaytlarda yer alan- içeriği çok detaylı, gereksiz ve ezbere dayalı bilgi parçacıklarının meydana getirdiği büyük bir yığından oluşuyor. Bir midterm bir de finalden sorumlu olduğunuz bu derste iki sınav da çoktan seçmeli, 30 sorudan oluşan, 30 dakikalık online sınavlar. Öğrencilerin büyük çoğunluğu, sınavların zor olduğundan ve sürenin yetersiz olduğundan şikâyetçi. Sınavda zoom vs. yok fakat soruların yerleri farklı olduğunda kopya çekmek de imkânsız. Sınavda verilen sorunun cevabını internetten bulmak da sınav süresi düşünüldüğünde, en azından son on soruyu görememeye sebep oluyor. Kesinlikle derslere girerek veya derste işlenen slaytları okuyarak çalışıp geçebileceğiniz bir ders değil çünkü finalde 500 sayfalık bir slaytlar dizisinden (sınav kümülatifti) sorumlusunuz ve sayfalardaki bilgiler birbiri arasında mantıksal bağ içermeyen, hap bilgiler mahiyetinde. Hocanın ders anlatımı da çok özensiz. Hatta dersin hocası o kadar özensiz ki, dönem boyunca moodle'a dersin syllabus'unu bile yüklemedi. Dolayısıyla, bu dersi mecbur kalmadıkça almayın. Benim dönemimde bu dersi alanların çoğunluğu AA alma beklentisiyle seçtiği bu dersi DD, DC, CC, CB, en iyi ihtimâlle BB ile geçti.",0
lilly,ESC305,Orhan Yenigün,"hoca sınavlarda çok zorladı ve kolay aa olur diye düşündüğüm bu ders ortalamamı düşüren ders oldu. science elective için düşünüyorsanız düşünmeyin, arkanıza bakmadan kaçın.",0
baykus,ESC305,Orhan Yenigün,"hoca mı kötü ders mi bilmiyorum. sınavda sorular için verdiği süre yetersizdi. derslerine girmedim ben sadece slaytlardan çalıştım, dersleri de kaydetmiyor, ama sıkıcıydı girdiğim dersleri de. slaytlarına köpek gibi çalışıp sayfa sayfa notlar çıkarmama ve sınavda slaytlardan yararlanmama rağmen istediğim notu alamadım. bi insanın bu kadar tarihi, insan/olay ismini, bilmemne numaralarını ezberleyip sınavda hatırlamasına imkan yok zaten, ki bunların hepsi gereksizdi. dersin bilinçlendirici olduğunu kabul ediyorum, gerçekten küresel ısınmayla ilginç bilgiler öğrendim. ama sınavlarda hocanın gereksiz kastığını düşünüyorum.",0
gnocchihi,ESC305,Orhan Yenigün,gnocchihi ESC305 dersini Orhan Yenigün hocasından kesinlikle öneriyor.,1
zeynolingo,ESC305,Orhan Yenigün,zeynolingo ESC305 dersini Orhan Yenigün hocasından kesinlikle öneriyor.,1
alias,ESC305,Orhan Yenigün,Dünya tatlısı bir insan♡,1
ecenazaltinok,ESC305,Orhan Yenigün,"Herkesin ""çok kek ya çok basit kolay kolay geçersin"" dediği bir dersi ben DD ile zor geçtim:D bence hiç de kolay bir ders değildi, çünkü:  - hoca kopya çekilmesin diye sorulara ya 1 dakikadan daha az ya da 1 dakika gibi bir süre veriyor - sınavlar open-book olsa da o bir dakika içerisinde soruyu anlayıp slaytlara girip control + f yapacak vaktiniz bile asla olmuyor - bir dakika içerisinde soruyu algılayıp çözebilmek için o derse çalışmanız gerekiyor - kimse de oturup buna çalışmak istemiyor   orhan hoca'nın kötü biri olduğunu düşünmüyorum ama dersleri de eğlenceli, ilgi çekici işlemiyor. bu yüzden sene içerisinde hiçbir derse de girmedim.   offline olursa bence asla almayın bu dersi. eskiden yüz yüzeyken insanlar cidden oturup slaytlardaki maddeleri ezberliyorlar mıymış inanamıyorum...",0.5
ano,ESC305,Orhan Yenigün,"orhan hoca iyidir ama dersin neredeyse hepsini slaytlardan okuyor, dersin içeriği de biraz ağır olduğu için baş etmesi zor bir ders. sınavlarını da open-book yapıp çok kısıtlı süre vermesi cabası",0.5
irem.coskun,TR109,Ceyda Elgül,irem.coskun TR109 dersini Ceyda Elgül hocasından kesinlikle öneriyor.,1
k-nimo,TR109,Ceyda Elgül,TR109 ve devam dersi TR110’u alabileceğiniz en iyi hocadır. Notu boldur ama güvenip çalışmayı salmayın. Seveceğiniz ve her dersini iple çekeceğiniz öğrenci dostu bir hoca. Derste görüşlerinizi ifade etmekten çekinmeyin ve derse gelmeden önce çevirilerinizi yapın :),1
Caqitu,TR301,Ceyda Elgül,Bölümün en sıkıcı dersi. Ama Ceyda hoca yani. Keşke bu ders olmasa.,1
limon,TR110,Ceyda Elgül,limon TR110 dersini Ceyda Elgül hocasından kesinlikle öneriyor.,1
limon,TR109,Ceyda Elgül,"Aşırı tatlı, öğrenci dostu ve notu bol bir hoca. TR109'u kendisinden alınca devam dersi olan TR110'u da direkt ondan almak istiyorsunuz.",1
portofmorrow,TR109,Ceyda Elgül,portofmorrow TR109 dersini Ceyda Elgül hocasından kesinlikle öneriyor.,1
Frau.Luise,TR109,Ceyda Elgül,"""Biraz aklınızda make-sense yapamamış olabilirsiniz ama aslında very basic.""",1
dipsy,TR109,Ceyda Elgül,"TR109 alabileceğiniz en iyi hoca olabilir bana göre. Öğrenci dostudur, karizmadır, gördükçe göresiniz gelir, sempatiktir. Bölüme ısınmak için birebir.",1
Caqitu,TR109,Ceyda Elgül,"Aynı anda iki dil konuşulamaz mı zannediyorsunuz, zannetmeye devam edin.",1
truvasehidi,JP201,Yuriko Öncü,truvasehidi JP201 dersini Yuriko Öncü hocasından kesinlikle öneriyor.,1
truvasehidi,JP101,Yuriko Öncü,truvasehidi JP101 dersini Yuriko Öncü hocasından kesinlikle öneriyor.,1
truvasehidi,JP102,Yuriko Öncü,truvasehidi JP102 dersini Yuriko Öncü hocasından kesinlikle öneriyor.,1
